user,City,Country,Time (days),City-Country
couturelp,Bangkok,Thailand,85,"Bangkok, Thailand"
couturelp,Barcelona,Spain,9,"Barcelona, Spain"
couturelp,Beijing,China,9,"Beijing, China"
couturelp,Cancun,Mexico,9,"Cancun, Mexico"
couturelp,"Canggu, Bali",Indonesia,7,"Canggu, Bali, Indonesia"
couturelp,Cartagena,Colombia,20,"Cartagena, Colombia"
couturelp,Ko Pha Ngan,Thailand,20,"Ko Pha Ngan, Thailand"
couturelp,Ko Samui,Thailand,89,"Ko Samui, Thailand"
couturelp,Krabi,Thailand,6,"Krabi, Thailand"
couturelp,Kuala Lumpur,Malaysia,20,"Kuala Lumpur, Malaysia"
couturelp,"Las Vegas, NV",United States,3,"Las Vegas, NV, United States"
couturelp,Lisbon,Portugal,17,"Lisbon, Portugal"
couturelp,Medellín,Colombia,17,"Medellín, Colombia"
couturelp,Milan,Italy,4,"Milan, Italy"
couturelp,Montego Bay,Jamaica,10,"Montego Bay, Jamaica"
couturelp,Montreal,Canada,1021,"Montreal, Canada"
couturelp,"New York City, NY",United States,6,"New York City, NY, United States"
couturelp,"Palm Desert, CA",United States,8,"Palm Desert, CA, United States"
couturelp,Paris,France,15,"Paris, France"
couturelp,Phuket,Thailand,20,"Phuket, Thailand"
couturelp,Santo Domingo,Dominican Republic,10,"Santo Domingo, Dominican Republic"
couturelp,"Seminyak, Bali",Indonesia,18,"Seminyak, Bali, Indonesia"
couturelp,Shanghai,China,31,"Shanghai, China"
couturelp,Siem Reap,Cambodia,4,"Siem Reap, Cambodia"
couturelp,Singapore,Singapore,6,"Singapore, Singapore"
couturelp,Sliema,Malta,33,"Sliema, Malta"
couturelp,"Ubud, Bali",Indonesia,26,"Ubud, Bali, Indonesia"
couturelp,Vancouver,Canada,5,"Vancouver, Canada"
couturelp,Zhengzhou,China,31,"Zhengzhou, China"
cpth0mps0n,Copenhagen,Denmark,5,"Copenhagen, Denmark"
cpth0mps0n,Dubrovnik,Croatia,8,"Dubrovnik, Croatia"
cpth0mps0n,Hong Kong,Hong Kong,6,"Hong Kong, Hong Kong"
cpth0mps0n,Lake Como,Italy,2,"Lake Como, Italy"
cpth0mps0n,Nice,France,12,"Nice, France"
cpth0mps0n,Saint Petersburg,Russia,4,"Saint Petersburg, Russia"
cpth0mps0n,"Sanur, Bali",Indonesia,2191,"Sanur, Bali, Indonesia"
cpth0mps0n,Vienna,Austria,31,"Vienna, Austria"
craastad,Helsinki,Finland,4,"Helsinki, Finland"
craastad,Kiev,Ukraine,84,"Kiev, Ukraine"
craastad,"Miami, FL",United States,6,"Miami, FL, United States"
craastad,Riga,Latvia,4,"Riga, Latvia"
craastad,Tallinn,Estonia,145,"Tallinn, Estonia"
craastad,Utrecht,Netherlands,4,"Utrecht, Netherlands"
craigcarlyle,Bangkok,Thailand,3,"Bangkok, Thailand"
craigcarlyle,Beijing,China,3,"Beijing, China"
craigcarlyle,"Canggu, Bali",Indonesia,5,"Canggu, Bali, Indonesia"
craigcarlyle,Chiang Mai,Thailand,2,"Chiang Mai, Thailand"
craigcarlyle,Da Nang,Vietnam,2,"Da Nang, Vietnam"
craigcarlyle,Florence,Italy,3,"Florence, Italy"
craigcarlyle,Frankfurt,Germany,3,"Frankfurt, Germany"
craigcarlyle,Fukuoka,Japan,2,"Fukuoka, Japan"
craigcarlyle,Hanoi,Vietnam,8,"Hanoi, Vietnam"
craigcarlyle,Ho Chi Minh City,Vietnam,6,"Ho Chi Minh City, Vietnam"
craigcarlyle,Hoi An,Vietnam,3,"Hoi An, Vietnam"
craigcarlyle,Hong Kong,Hong Kong,2,"Hong Kong, Hong Kong"
craigcarlyle,Kaesong,North Korea,1,"Kaesong, North Korea"
craigcarlyle,Kelowna,Canada,2,"Kelowna, Canada"
craigcarlyle,Kyoto,Japan,5,"Kyoto, Japan"
craigcarlyle,London,United Kingdom,5,"London, United Kingdom"
craigcarlyle,Madrid,Spain,2,"Madrid, Spain"
craigcarlyle,Nagoya,Japan,1,"Nagoya, Japan"
craigcarlyle,"Naha, Okinawa",Japan,4,"Naha, Okinawa, Japan"
craigcarlyle,"Orlando, FL",United States,5,"Orlando, FL, United States"
craigcarlyle,Osaka,Japan,5,"Osaka, Japan"
craigcarlyle,Pai,Thailand,1,"Pai, Thailand"
craigcarlyle,Paris,France,5,"Paris, France"
craigcarlyle,Phnom Penh,Cambodia,1,"Phnom Penh, Cambodia"
craigcarlyle,Phuket,Thailand,2,"Phuket, Thailand"
craigcarlyle,Playa del Carmen,Mexico,8,"Playa del Carmen, Mexico"
craigcarlyle,"Portland, OR",United States,9,"Portland, OR, United States"
craigcarlyle,Porto,Portugal,3,"Porto, Portugal"
craigcarlyle,Pyongyang,North Korea,5,"Pyongyang, North Korea"
craigcarlyle,Rome,Italy,4,"Rome, Italy"
craigcarlyle,"San Francisco, CA",United States,2,"San Francisco, CA, United States"
craigcarlyle,"Seattle, WA",United States,2,"Seattle, WA, United States"
craigcarlyle,Seoul,South Korea,9,"Seoul, South Korea"
craigcarlyle,Siem Reap,Cambodia,1,"Siem Reap, Cambodia"
craigcarlyle,Tokyo,Japan,16,"Tokyo, Japan"
craigcarlyle,"Ubud, Bali",Indonesia,6,"Ubud, Bali, Indonesia"
craigcarlyle,Vancouver,Canada,5472,"Vancouver, Canada"
craigcarlyle,Vatican City,Vatican City,1,"Vatican City, Vatican City"
craigcarlyle,Victoria,Canada,2,"Victoria, Canada"
craigcarlyle,Whistler,Canada,4,"Whistler, Canada"
craigcarlyle,Zurich,Switzerland,1,"Zurich, Switzerland"
craigfer,Abu Dhabi,United Arab Emirates,40,"Abu Dhabi, United Arab Emirates"
craigfer,Baku,Azerbaijan,120,"Baku, Azerbaijan"
craigfer,Bangkok,Thailand,351,"Bangkok, Thailand"
craigfer,Bengaluru,India,30,"Bengaluru, India"
craigfer,"Canggu, Bali",Indonesia,10,"Canggu, Bali, Indonesia"
craigfer,Dubai,United Arab Emirates,20,"Dubai, United Arab Emirates"
craigfer,Hanoi,Vietnam,6,"Hanoi, Vietnam"
craigfer,Ho Chi Minh City,Vietnam,117,"Ho Chi Minh City, Vietnam"
craigfer,Hua Hin,Thailand,1,"Hua Hin, Thailand"
craigfer,Jakarta,Indonesia,27,"Jakarta, Indonesia"
craigfer,London,United Kingdom,346,"London, United Kingdom"
craigfer,Phuket,Thailand,3,"Phuket, Thailand"
craigfer,"Seminyak, Bali",Indonesia,14,"Seminyak, Bali, Indonesia"
craigfer,Singapore,Singapore,48,"Singapore, Singapore"
craigfer,Tbilisi,Georgia,12,"Tbilisi, Georgia"
craigfer,"Ubud, Bali",Indonesia,27,"Ubud, Bali, Indonesia"
craigmiller,Bangkok,Thailand,8,"Bangkok, Thailand"
craigmiller,Male,Maldives,29,"Male, Maldives"
cristymx,Amsterdam,Netherlands,6,"Amsterdam, Netherlands"
cristymx,Athens,Greece,6,"Athens, Greece"
cristymx,Barcelona,Spain,25,"Barcelona, Spain"
cristymx,Berlin,Germany,17,"Berlin, Germany"
cristymx,Bordeaux,France,5,"Bordeaux, France"
cristymx,Buenos Aires,Argentina,298,"Buenos Aires, Argentina"
cristymx,Chiang Mai,Thailand,175,"Chiang Mai, Thailand"
cristymx,Dubai,United Arab Emirates,3,"Dubai, United Arab Emirates"
cristymx,Granada,Spain,10,"Granada, Spain"
cristymx,Hermosillo,Mexico,76,"Hermosillo, Mexico"
cristymx,"Houston, TX",United States,92,"Houston, TX, United States"
cristymx,Javea,Spain,14,"Javea, Spain"
cristymx,Jerusalem,Israel,7,"Jerusalem, Israel"
cristymx,Ko Lanta,Thailand,30,"Ko Lanta, Thailand"
cristymx,London,United Kingdom,11,"London, United Kingdom"
cristymx,Madrid,Spain,6,"Madrid, Spain"
cristymx,Mexico City,Mexico,31,"Mexico City, Mexico"
cristymx,Monaco,Monaco,30,"Monaco, Monaco"
cristymx,Oaxaca,Mexico,3,"Oaxaca, Mexico"
cristymx,Rishikesh,India,51,"Rishikesh, India"
cristymx,Rome,Italy,5,"Rome, Italy"
cristymx,San Sebastian,Spain,3,"San Sebastian, Spain"
cristymx,Seville,Spain,11,"Seville, Spain"
cristymx,Siem Reap,Cambodia,3,"Siem Reap, Cambodia"
cristymx,Singapore,Singapore,31,"Singapore, Singapore"
cristymx,Valencia,Spain,9,"Valencia, Spain"
cristymx,Vienna,Austria,37,"Vienna, Austria"
crtogrm,Amsterdam,Netherlands,11,"Amsterdam, Netherlands"
crtogrm,Ao Nang,Thailand,28,"Ao Nang, Thailand"
crtogrm,Bangkok,Thailand,15,"Bangkok, Thailand"
crtogrm,Chiang Mai,Thailand,99,"Chiang Mai, Thailand"
crtogrm,Dublin,Ireland,38,"Dublin, Ireland"
crtogrm,"George Town, Penang",Malaysia,9,"George Town, Penang, Malaysia"
crtogrm,Glasgow,United Kingdom,38,"Glasgow, United Kingdom"
crtogrm,Hanoi,Vietnam,27,"Hanoi, Vietnam"
crtogrm,Ko Lanta,Thailand,32,"Ko Lanta, Thailand"
crtogrm,Ko Pha Ngan,Thailand,12,"Ko Pha Ngan, Thailand"
crtogrm,Ko Samui,Thailand,30,"Ko Samui, Thailand"
crtogrm,Ko Tao,Thailand,28,"Ko Tao, Thailand"
crtogrm,Kuala Lumpur,Malaysia,2,"Kuala Lumpur, Malaysia"
crtogrm,London,United Kingdom,14,"London, United Kingdom"
crtogrm,Montreal,Canada,15,"Montreal, Canada"
crtogrm,Pai,Thailand,23,"Pai, Thailand"
crtogrm,Perth,Australia,34,"Perth, Australia"
crtogrm,Phnom Penh,Cambodia,5,"Phnom Penh, Cambodia"
crtogrm,Phuket,Thailand,51,"Phuket, Thailand"
crtogrm,Siem Reap,Cambodia,14,"Siem Reap, Cambodia"
crtogrm,Toronto,Canada,594,"Toronto, Canada"
crtogrm,Vancouver,Canada,18,"Vancouver, Canada"
cstapel,Almaty,Kazakhstan,7,"Almaty, Kazakhstan"
cstapel,Amsterdam,Netherlands,4,"Amsterdam, Netherlands"
cstapel,Astana,Kazakhstan,7,"Astana, Kazakhstan"
cstapel,Bangkok,Thailand,14,"Bangkok, Thailand"
cstapel,Belfast,United Kingdom,4,"Belfast, United Kingdom"
cstapel,Belgrade,Serbia,2,"Belgrade, Serbia"
cstapel,Berlin,Germany,5,"Berlin, Germany"
cstapel,Brussels,Belgium,4,"Brussels, Belgium"
cstapel,Buenos Aires,Argentina,81,"Buenos Aires, Argentina"
cstapel,"Chicago, IL",United States,2,"Chicago, IL, United States"
cstapel,Cologne,Germany,2,"Cologne, Germany"
cstapel,Copenhagen,Denmark,4,"Copenhagen, Denmark"
cstapel,Dublin,Ireland,2,"Dublin, Ireland"
cstapel,Edinburgh,United Kingdom,7,"Edinburgh, United Kingdom"
cstapel,Guadalajara,Mexico,28,"Guadalajara, Mexico"
cstapel,Helsinki,Finland,1,"Helsinki, Finland"
cstapel,Hiroshima,Japan,3,"Hiroshima, Japan"
cstapel,Istanbul,Turkey,19,"Istanbul, Turkey"
cstapel,Kaohsiung,Taiwan,31,"Kaohsiung, Taiwan"
cstapel,Kathmandu,Nepal,29,"Kathmandu, Nepal"
cstapel,Kiev,Ukraine,4,"Kiev, Ukraine"
cstapel,Kraków,Poland,12,"Kraków, Poland"
cstapel,Lake Como,Italy,5,"Lake Como, Italy"
cstapel,London,United Kingdom,9,"London, United Kingdom"
cstapel,Manchester,United Kingdom,2,"Manchester, United Kingdom"
cstapel,Mexico City,Mexico,18,"Mexico City, Mexico"
cstapel,Milan,Italy,2,"Milan, Italy"
cstapel,Montreal,Canada,7,"Montreal, Canada"
cstapel,Munich,Germany,33,"Munich, Germany"
cstapel,"New York City, NY",United States,3,"New York City, NY, United States"
cstapel,Osaka,Japan,1,"Osaka, Japan"
cstapel,Prague,Czechia,13,"Prague, Czechia"
cstapel,Quebec City,Canada,2,"Quebec City, Canada"
cstapel,Riga,Latvia,3,"Riga, Latvia"
cstapel,Saint Petersburg,Russia,4,"Saint Petersburg, Russia"
cstapel,Sarajevo,Bosnia,52,"Sarajevo, Bosnia"
cstapel,Taipei,Taiwan,14,"Taipei, Taiwan"
cstapel,Tallinn,Estonia,104,"Tallinn, Estonia"
cstapel,Tbilisi,Georgia,29,"Tbilisi, Georgia"
cstapel,Tokyo,Japan,9,"Tokyo, Japan"
cstapel,Ulaanbaatar,Mongolia,27,"Ulaanbaatar, Mongolia"
cstapel,Vancouver,Canada,4,"Vancouver, Canada"
cstapel,Vilnius,Lithuania,2,"Vilnius, Lithuania"
cstapel,Zagreb,Croatia,3,"Zagreb, Croatia"
ctbrown5,Berlin,Germany,14,"Berlin, Germany"
ctbrown5,"New York City, NY",United States,770,"New York City, NY, United States"
ctbrown5,Panama City,Panama,85,"Panama City, Panama"
ctbrown5,San Juan del Sur,Nicaragua,30,"San Juan del Sur, Nicaragua"
ctotheameron,Agra,India,1,"Agra, India"
ctotheameron,Ao Nang,Thailand,1,"Ao Nang, Thailand"
ctotheameron,"Austin, TX",United States,13,"Austin, TX, United States"
ctotheameron,Bangkok,Thailand,1,"Bangkok, Thailand"
ctotheameron,Buenos Aires,Argentina,32,"Buenos Aires, Argentina"
ctotheameron,Cambridge,United Kingdom,1,"Cambridge, United Kingdom"
ctotheameron,Cardiff,United Kingdom,1,"Cardiff, United Kingdom"
ctotheameron,Cavtat,Croatia,24,"Cavtat, Croatia"
ctotheameron,Chennai,India,49,"Chennai, India"
ctotheameron,Chiang Mai,Thailand,23,"Chiang Mai, Thailand"
ctotheameron,"Chicago, IL",United States,153,"Chicago, IL, United States"
ctotheameron,Delhi,India,1,"Delhi, India"
ctotheameron,Edinburgh,United Kingdom,2,"Edinburgh, United Kingdom"
ctotheameron,"George Town, Penang",Malaysia,311,"George Town, Penang, Malaysia"
ctotheameron,Glasgow,United Kingdom,1,"Glasgow, United Kingdom"
ctotheameron,Guadalajara,Mexico,8,"Guadalajara, Mexico"
ctotheameron,Hanoi,Vietnam,27,"Hanoi, Vietnam"
ctotheameron,Ho Chi Minh City,Vietnam,2,"Ho Chi Minh City, Vietnam"
ctotheameron,"Houston, TX",United States,1,"Houston, TX, United States"
ctotheameron,Hvar,Croatia,1,"Hvar, Croatia"
ctotheameron,Hyderabad,India,12,"Hyderabad, India"
ctotheameron,Istanbul,Turkey,28,"Istanbul, Turkey"
ctotheameron,Jaipur,India,1,"Jaipur, India"
ctotheameron,"Key West, FL",United States,3,"Key West, FL, United States"
ctotheameron,Ko Pha Ngan,Thailand,2,"Ko Pha Ngan, Thailand"
ctotheameron,Kotor,Montenegro,1,"Kotor, Montenegro"
ctotheameron,Kuala Lumpur,Malaysia,35,"Kuala Lumpur, Malaysia"
ctotheameron,Kyoto,Japan,13,"Kyoto, Japan"
ctotheameron,Liverpool,United Kingdom,1,"Liverpool, United Kingdom"
ctotheameron,Ljubljana,Slovenia,31,"Ljubljana, Slovenia"
ctotheameron,London,United Kingdom,4,"London, United Kingdom"
ctotheameron,Manchester,United Kingdom,7,"Manchester, United Kingdom"
ctotheameron,Montevideo,Uruguay,25,"Montevideo, Uruguay"
ctotheameron,"New York City, NY",United States,6,"New York City, NY, United States"
ctotheameron,Osaka,Japan,4,"Osaka, Japan"
ctotheameron,Pai,Thailand,4,"Pai, Thailand"
ctotheameron,"Philadelphia, PA",United States,6,"Philadelphia, PA, United States"
ctotheameron,Phuket,Thailand,2,"Phuket, Thailand"
ctotheameron,Playa del Carmen,Mexico,9,"Playa del Carmen, Mexico"
ctotheameron,"Portland, OR",United States,10,"Portland, OR, United States"
ctotheameron,Prague,Czechia,26,"Prague, Czechia"
ctotheameron,Sa Pa,Vietnam,3,"Sa Pa, Vietnam"
ctotheameron,"San Diego, CA",United States,1166,"San Diego, CA, United States"
ctotheameron,"San Francisco, CA",United States,5,"San Francisco, CA, United States"
ctotheameron,Santiago,Chile,23,"Santiago, Chile"
ctotheameron,Sapporo,Japan,1,"Sapporo, Japan"
ctotheameron,Sarajevo,Bosnia,3,"Sarajevo, Bosnia"
ctotheameron,Sayulita,Mexico,9,"Sayulita, Mexico"
ctotheameron,"Seattle, WA",United States,2573,"Seattle, WA, United States"
ctotheameron,Singapore,Singapore,4,"Singapore, Singapore"
ctotheameron,Split,Croatia,1,"Split, Croatia"
ctotheameron,Ushuaia,Argentina,3,"Ushuaia, Argentina"
ctotheameron,Vancouver,Canada,4,"Vancouver, Canada"
ctotheameron,Venice,Italy,1,"Venice, Italy"
ctotheameron,Victoria,Canada,2,"Victoria, Canada"
ctotheameron,Zagreb,Croatia,1,"Zagreb, Croatia"
curtis,Amsterdam,Netherlands,16,"Amsterdam, Netherlands"
curtis,Antalya,Turkey,7,"Antalya, Turkey"
curtis,Antwerp,Belgium,8,"Antwerp, Belgium"
curtis,Auckland,New Zealand,15,"Auckland, New Zealand"
curtis,Bangkok,Thailand,15,"Bangkok, Thailand"
curtis,Berlin,Germany,7,"Berlin, Germany"
curtis,Budapest,Hungary,14,"Budapest, Hungary"
curtis,Christchurch,New Zealand,1,"Christchurch, New Zealand"
curtis,Cluj,Romania,20,"Cluj, Romania"
curtis,"Cody, WY",United States,4,"Cody, WY, United States"
curtis,"Denver, CO",United States,6,"Denver, CO, United States"
curtis,"Grand Junction, CO",United States,5,"Grand Junction, CO, United States"
curtis,Hong Kong,Hong Kong,14,"Hong Kong, Hong Kong"
curtis,Istanbul,Turkey,11,"Istanbul, Turkey"
curtis,London,United Kingdom,32,"London, United Kingdom"
curtis,"Los Angeles, CA",United States,18,"Los Angeles, CA, United States"
curtis,Melbourne,Australia,28,"Melbourne, Australia"
curtis,"Missoula, MT",United States,2,"Missoula, MT, United States"
curtis,Munich,Germany,28,"Munich, Germany"
curtis,"New York City, NY",United States,26,"New York City, NY, United States"
curtis,Queenstown,New Zealand,2,"Queenstown, New Zealand"
curtis,"Rapid City, SD",United States,7,"Rapid City, SD, United States"
curtis,"Salt Lake City, UT",United States,2,"Salt Lake City, UT, United States"
curtis,"Sandpoint, ID",United States,2,"Sandpoint, ID, United States"
curtis,Seoul,South Korea,28,"Seoul, South Korea"
curtis,Split,Croatia,15,"Split, Croatia"
curtis,Stockholm,Sweden,21,"Stockholm, Sweden"
curtis,Tel Aviv,Israel,18,"Tel Aviv, Israel"
curtis,Tokyo,Japan,29,"Tokyo, Japan"
curtis,Toronto,Canada,14,"Toronto, Canada"
curtis,Vancouver,Canada,85,"Vancouver, Canada"
cy,Bangkok,Thailand,16,"Bangkok, Thailand"
cy,Beijing,China,6,"Beijing, China"
cy,Cebu,Philippines,4,"Cebu, Philippines"
cy,Chiang Mai,Thailand,14,"Chiang Mai, Thailand"
cy,"George Town, Penang",Malaysia,1161,"George Town, Penang, Malaysia"
cy,Guangzhou,China,5,"Guangzhou, China"
cy,Kuala Lumpur,Malaysia,323,"Kuala Lumpur, Malaysia"
cy,Lanzhou,China,18,"Lanzhou, China"
cy,Melbourne,Australia,2,"Melbourne, Australia"
cy,Singapore,Singapore,55,"Singapore, Singapore"
cy,Sydney,Australia,312,"Sydney, Australia"
cy,Taipei,Taiwan,6,"Taipei, Taiwan"
cy,Wollongong,Australia,314,"Wollongong, Australia"
cy,Wuhu,China,2,"Wuhu, China"
cy,Xining,China,5,"Xining, China"
cybergorille,Beijing,China,2,"Beijing, China"
cybergorille,Bordeaux,France,14,"Bordeaux, France"
cybergorille,Hong Kong,Hong Kong,24,"Hong Kong, Hong Kong"
cybergorille,Malmö,Sweden,458,"Malmö, Sweden"
cybergorille,Paris,France,13,"Paris, France"
cybergorille,"Portland, OR",United States,9,"Portland, OR, United States"
cybergorille,"San Francisco, CA",United States,8,"San Francisco, CA, United States"
cybergorille,"Seattle, WA",United States,5,"Seattle, WA, United States"
cybergorille,Stockholm,Sweden,232,"Stockholm, Sweden"
cyrilgupta,Bangkok,Thailand,10,"Bangkok, Thailand"
cyrilgupta,Chiang Mai,Thailand,107,"Chiang Mai, Thailand"
cyrilgupta,Dubai,United Arab Emirates,29,"Dubai, United Arab Emirates"
cyrilgupta,Ho Chi Minh City,Vietnam,12,"Ho Chi Minh City, Vietnam"
cyrilgupta,Phuket,Thailand,50,"Phuket, Thailand"
cyrilgupta,"Ubud, Bali",Indonesia,12,"Ubud, Bali, Indonesia"
czyzykowski,Ankara,Turkey,1,"Ankara, Turkey"
czyzykowski,Antalya,Turkey,58,"Antalya, Turkey"
czyzykowski,Athens,Greece,5,"Athens, Greece"
czyzykowski,Bangkok,Thailand,8,"Bangkok, Thailand"
czyzykowski,Barcelona,Spain,305,"Barcelona, Spain"
czyzykowski,Beijing,China,1,"Beijing, China"
czyzykowski,Brussels,Belgium,2,"Brussels, Belgium"
czyzykowski,Chiang Mai,Thailand,4,"Chiang Mai, Thailand"
czyzykowski,Istanbul,Turkey,3,"Istanbul, Turkey"
czyzykowski,Kiev,Ukraine,21,"Kiev, Ukraine"
czyzykowski,Ko Pha Ngan,Thailand,22,"Ko Pha Ngan, Thailand"
czyzykowski,Lima,Peru,3,"Lima, Peru"
czyzykowski,London,United Kingdom,35,"London, United Kingdom"
czyzykowski,"Los Angeles, CA",United States,8,"Los Angeles, CA, United States"
czyzykowski,"New York City, NY",United States,22,"New York City, NY, United States"
czyzykowski,Pai,Thailand,4,"Pai, Thailand"
czyzykowski,Paris,France,2,"Paris, France"
czyzykowski,Rio de Janeiro,Brazil,31,"Rio de Janeiro, Brazil"
czyzykowski,Sliema,Malta,9,"Sliema, Malta"
czyzykowski,Warsaw,Poland,2,"Warsaw, Poland"
czyzykowski,"Washington, DC",United States,7,"Washington, DC, United States"
czyzykowski,Wrocław,Poland,52,"Wrocław, Poland"
d_btlr,Amsterdam,Netherlands,4,"Amsterdam, Netherlands"
d_btlr,"Austin, TX",United States,7,"Austin, TX, United States"
d_btlr,Bangkok,Thailand,2,"Bangkok, Thailand"
d_btlr,Barcelona,Spain,10,"Barcelona, Spain"
d_btlr,Basel,Switzerland,1,"Basel, Switzerland"
d_btlr,"Canggu, Bali",Indonesia,8,"Canggu, Bali, Indonesia"
d_btlr,Chiang Mai,Thailand,157,"Chiang Mai, Thailand"
d_btlr,"Houston, TX",United States,81,"Houston, TX, United States"
d_btlr,Kyoto,Japan,2,"Kyoto, Japan"
d_btlr,Madrid,Spain,8,"Madrid, Spain"
d_btlr,"Nashville, TN",United States,4,"Nashville, TN, United States"
d_btlr,"New York City, NY",United States,30,"New York City, NY, United States"
d_btlr,Paris,France,6,"Paris, France"
d_btlr,"Philadelphia, PA",United States,6,"Philadelphia, PA, United States"
d_btlr,Rome,Italy,13,"Rome, Italy"
d_btlr,Singapore,Singapore,8,"Singapore, Singapore"
d_btlr,Tokyo,Japan,3,"Tokyo, Japan"
d_btlr,"Ubud, Bali",Indonesia,231,"Ubud, Bali, Indonesia"
d_btlr,Whistler,Canada,14,"Whistler, Canada"
d_btlr,Zurich,Switzerland,2,"Zurich, Switzerland"
dactrtr,Amsterdam,Netherlands,2,"Amsterdam, Netherlands"
dactrtr,Berlin,Germany,2,"Berlin, Germany"
dactrtr,Budapest,Hungary,3,"Budapest, Hungary"
dactrtr,Dublin,Ireland,2,"Dublin, Ireland"
dactrtr,Kiev,Ukraine,5,"Kiev, Ukraine"
dactrtr,Naples,Italy,3,"Naples, Italy"
dactrtr,"Orlando, FL",United States,63,"Orlando, FL, United States"
dactrtr,Prague,Czechia,3,"Prague, Czechia"
dactrtr,Rome,Italy,1,"Rome, Italy"
dactrtr,Santiago,Chile,294,"Santiago, Chile"
dactrtr,Vienna,Austria,2,"Vienna, Austria"
dactrtr,Warsaw,Poland,2,"Warsaw, Poland"
daeyong,Abu Dhabi,United Arab Emirates,1,"Abu Dhabi, United Arab Emirates"
daeyong,Avignon,France,3,"Avignon, France"
daeyong,Buenos Aires,Argentina,11,"Buenos Aires, Argentina"
daeyong,Cairns,Australia,12,"Cairns, Australia"
daeyong,Havana,Cuba,10,"Havana, Cuba"
daeyong,Ho Chi Minh City,Vietnam,8,"Ho Chi Minh City, Vietnam"
daeyong,Hoi An,Vietnam,11,"Hoi An, Vietnam"
daeyong,Jeju Island,South Korea,13,"Jeju Island, South Korea"
daeyong,Kyoto,Japan,7,"Kyoto, Japan"
daeyong,La Paz,Bolivia,1,"La Paz, Bolivia"
daeyong,"Los Angeles, CA",United States,9,"Los Angeles, CA, United States"
daeyong,"Miami, FL",United States,7,"Miami, FL, United States"
daeyong,Nantes,France,8,"Nantes, France"
daeyong,"New York City, NY",United States,4,"New York City, NY, United States"
daeyong,Nice,France,30,"Nice, France"
daeyong,Osaka,Japan,6,"Osaka, Japan"
daeyong,Paris,France,10,"Paris, France"
daeyong,Perth,Australia,15,"Perth, Australia"
daeyong,Phuket,Thailand,5,"Phuket, Thailand"
daeyong,Playa del Carmen,Mexico,32,"Playa del Carmen, Mexico"
daeyong,Reykjavik,Iceland,7,"Reykjavik, Iceland"
daeyong,Santa Cruz,Bolivia,2,"Santa Cruz, Bolivia"
daeyong,Santiago,Chile,8,"Santiago, Chile"
daeyong,"Seminyak, Bali",Indonesia,3,"Seminyak, Bali, Indonesia"
daeyong,Stockholm,Sweden,2,"Stockholm, Sweden"
daeyong,Sydney,Australia,8,"Sydney, Australia"
daeyong,Taipei,Taiwan,33,"Taipei, Taiwan"
daeyong,Tokyo,Japan,9,"Tokyo, Japan"
daeyong,"Ubud, Bali",Indonesia,4,"Ubud, Bali, Indonesia"
daeyong,Ushuaia,Argentina,3,"Ushuaia, Argentina"
damianlaw_mossy,Nice,France,121,"Nice, France"
damiendutoit,Ao Nang,Thailand,9,"Ao Nang, Thailand"
damiendutoit,Bangkok,Thailand,53,"Bangkok, Thailand"
damiendutoit,Cape Town,South Africa,387,"Cape Town, South Africa"
damiendutoit,Chiang Mai,Thailand,26,"Chiang Mai, Thailand"
damiendutoit,Durban,South Africa,508,"Durban, South Africa"
damiendutoit,Hanoi,Vietnam,7,"Hanoi, Vietnam"
damiendutoit,Hiroshima,Japan,2,"Hiroshima, Japan"
damiendutoit,Ho Chi Minh City,Vietnam,9,"Ho Chi Minh City, Vietnam"
damiendutoit,Hoi An,Vietnam,7,"Hoi An, Vietnam"
damiendutoit,Ko Lanta,Thailand,19,"Ko Lanta, Thailand"
damiendutoit,Ko Pha Ngan,Thailand,21,"Ko Pha Ngan, Thailand"
damiendutoit,Ko Tao,Thailand,9,"Ko Tao, Thailand"
damiendutoit,Krabi,Thailand,6,"Krabi, Thailand"
damiendutoit,Kyoto,Japan,3,"Kyoto, Japan"
damiendutoit,Nha Trang,Vietnam,5,"Nha Trang, Vietnam"
damiendutoit,Osaka,Japan,2,"Osaka, Japan"
damiendutoit,Phnom Penh,Cambodia,1,"Phnom Penh, Cambodia"
damiendutoit,Port Elizabeth,South Africa,76,"Port Elizabeth, South Africa"
damiendutoit,Siem Reap,Cambodia,9,"Siem Reap, Cambodia"
damiendutoit,Tokyo,Japan,7,"Tokyo, Japan"
damienfogg,"Anchorage, AK",United States,20,"Anchorage, AK, United States"
damienfogg,"Boston, MA",United States,28,"Boston, MA, United States"
damienfogg,Brighton,United Kingdom,285,"Brighton, United Kingdom"
damienfogg,Cambridge,United Kingdom,2665,"Cambridge, United Kingdom"
damienfogg,"Canggu, Bali",Indonesia,29,"Canggu, Bali, Indonesia"
damienfogg,"Chicago, IL",United States,7,"Chicago, IL, United States"
damienfogg,Dusseldorf,Germany,213,"Dusseldorf, Germany"
damienfogg,Marrakesh,Morocco,29,"Marrakesh, Morocco"
damienfogg,"New York City, NY",United States,34,"New York City, NY, United States"
damienfogg,"Orlando, FL",United States,30,"Orlando, FL, United States"
damienfogg,Phnom Penh,Cambodia,14,"Phnom Penh, Cambodia"
damienfogg,Phuket,Thailand,112,"Phuket, Thailand"
damienfogg,Reykjavik,Iceland,14,"Reykjavik, Iceland"
damienfogg,Rome,Italy,61,"Rome, Italy"
