Original name,City,Lat,Lon,Country,ISO2,ISO3,Population
Chlef,Chlef,36.1704,1.32,Algeria,DZ,DZA,449167.0
Ōita,Oita,33.2432,131.5979,Japan,JP,JPN,448907.0
Baguio City,Baguio City,16.43,120.5699,Philippines,PH,PHL,447824.0
San Juan,San Juan,-31.55,-68.52,Argentina,AR,ARG,447048.0
Cheboksary,Cheboksary,56.13,47.25,Russia,RU,RUS,446781.0
Ado-Ekiti,Ado-Ekiti,7.6304,5.22,Nigeria,NG,NGA,446749.0
Balikpapan,Balikpapan,-1.25,116.83,Indonesia,ID,IDN,445905.0
Bellary,Bellary,15.15,76.915,India,IN,IND,445388.0
Bamenda,Bamenda,5.96,10.15,Cameroon,CM,CMR,445299.0
Gent,Gent,51.03,3.7,Belgium,BE,BEL,444336.0
Tokushima,Tokushima,34.0674,134.5525,Japan,JP,JPN,443760.0
Little Rock,Little Rock,34.7255,-92.358,United States,US,USA,442699.0
Wuzhou,Wuzhou,23.48,111.32,China,CN,CHN,442315.0
Portsmouth,Portsmouth,50.8003,-1.08,United Kingdom,GB,GBR,442252.0
Harrisburg,Harrisburg,40.2752,-76.8843,United States,US,USA,441580.0
Cabimas,Cabimas,10.43,-71.45,Venezuela,VE,VEN,441094.0
Foz do Iguaçu,Foz do Iguacu,-25.5235,-54.53,Brazil,BR,BRA,440455.0
Denton,Denton,33.2176,-97.1419,United States,US,USA,440146.0
Wakayama,Wakayama,34.2231,135.1677,Japan,JP,JPN,440006.0
Strasbourg,Strasbourg,48.58,7.75,France,FR,FRA,439972.0
Madison,Madison,43.0827,-89.3923,United States,US,USA,439553.0
Mawlamyine,Mawlamyine,16.5004,97.67,Burma,MM,MMR,438861.0
San Cristóbal,San Cristobal,7.77,-72.25,Venezuela,VE,VEN,438798.0
Nantes,Nantes,47.2104,-1.59,France,FR,FRA,438537.0
Khŭjand,Khujand,40.29,69.6199,Tajikistan,TJ,TJK,437684.0
Guangyuan,Guangyuan,32.43,105.87,China,CN,CHN,437435.0
Khomeynī Shahr,Khomeyni Shahr,32.7004,51.47,Iran,IR,IRN,437138.0
Garoua,Garoua,9.3,13.39,Cameroon,CM,CMR,436899.0
Bukavu,Bukavu,-2.51,28.84,Congo (Kinshasa),CD,COD,436779.0
Tuticorin,Tuticorin,8.82,78.13,India,IN,IND,436094.0
Nagasaki,Nagasaki,32.765,129.885,Japan,JP,JPN,435455.0
Pohang,Pohang,36.0209,129.3715,"Korea, South",KR,KOR,435266.0
Kaliningrad,Kaliningrad,54.7,20.4973,Russia,RU,RUS,434954.0
Likasi,Likasi,-10.97,26.78,Congo (Kinshasa),CD,COD,434408.0
Reno,Reno,39.5497,-119.8483,United States,US,USA,433271.0
Spanish Town,Spanish Town,17.9833,-76.95,Jamaica,JM,JAM,432704.0
Port St. Lucie,Port St. Lucie,27.2796,-80.3884,United States,US,USA,432589.0
San Luis,San Luis,-33.3,-66.35,Argentina,AR,ARG,432310.0
Katsina,Katsina,12.9904,7.6,Nigeria,NG,NGA,432149.0
Welkom,Welkom,-27.97,26.73,South Africa,ZA,ZAF,431944.0
Santa Marta,Santa Marta,11.2472,-74.2017,Colombia,CO,COL,431781.0
Villahermosa,Villahermosa,18.0,-92.9,Mexico,MX,MEX,428564.0
Bryansk,Bryansk,53.26,34.43,Russia,RU,RUS,427236.0
Bournemouth,Bournemouth,50.73,-1.9,United Kingdom,GB,GBR,426945.0
Bengkulu,Bengkulu,-3.8,102.27,Indonesia,ID,IDN,426673.0
Heidelberg,Heidelberg,49.42,8.7,Germany,DE,DEU,426590.0
Oakland,Oakland,37.7903,-122.2165,United States,US,USA,425195.0
Kurnool,Kurnool,15.83,78.03,India,IN,IND,424920.0
Chaozhou,Chaozhou,23.68,116.63,China,CN,CHN,424787.0
Batangas,Batangas,13.7817,121.0217,Philippines,PH,PHL,424508.0
Gaya,Gaya,24.8,85.0,India,IN,IND,423692.0
Ibagué,Ibague,4.4389,-75.2322,Colombia,CO,COL,421685.0
Ivanovo,Ivanovo,57.01,41.01,Russia,RU,RUS,420839.0
Erzurum,Erzurum,39.9204,41.29,Turkey,TR,TUR,420691.0
Akure,Akure,7.2504,5.2,Nigeria,NG,NGA,420594.0
Asyūţ,Asyut,27.19,31.1799,Egypt,EG,EGY,420585.0
Kolwezi,Kolwezi,-10.7167,25.4724,Congo (Kinshasa),CD,COD,418000.0
Sukkur,Sukkur,27.7136,68.8486,Pakistan,PK,PAK,417767.0
Luohe,Luohe,33.57,114.03,China,CN,CHN,417356.0
Campina Grande,Campina Grande,-7.23,-35.88,Brazil,BR,BRA,417261.0
Kitchener,Kitchener,43.45,-80.5,Canada,CA,CAN,417001.0
Winston-Salem,Winston-Salem,36.1029,-80.261,United States,US,USA,416581.0
Middlesbrough,Middlesbrough,54.5804,-1.23,United Kingdom,GB,GBR,416042.0
Meizhou,Meizhou,24.3005,116.12,China,CN,CHN,414930.0
Ardabīl,Ardabil,38.25,48.3,Iran,IR,IRN,414603.0
Magnitogorsk,Magnitogorsk,53.4227,58.98,Russia,RU,RUS,413351.0
Gifu,Gifu,35.4231,136.7628,Japan,JP,JPN,412895.0
Huancayo,Huancayo,-12.08,-75.2,Peru,PE,PER,412733.0
Nha Trang,Nha Trang,12.25,109.17,Vietnam,VN,VNM,411556.0
Maturín,Maturin,9.75,-63.17,Venezuela,VE,VEN,410972.0
Zhangjiakou Shi Xuanhua Qu,Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China,CN,CHN,409745.0
Kursk,Kursk,51.74,36.19,Russia,RU,RUS,409431.0
Oujda-Angad,Oujda-Angad,34.69,-1.91,Morocco,MA,MAR,409391.0
Metz,Metz,49.1203,6.18,France,FR,FRA,409186.0
Al ‘Ayn,Al `Ayn,24.2305,55.74,United Arab Emirates,AE,ARE,408733.0
Jeju,Jeju,33.5101,126.5219,"Korea, South",KR,KOR,408364.0
Osogbo,Osogbo,7.7704,4.56,Nigeria,NG,NGA,408245.0
Indio,Indio,33.7346,-116.2346,United States,US,USA,408097.0
Ipatinga,Ipatinga,-19.4796,-42.52,Brazil,BR,BRA,407894.0
Szczecin,Szczecin,53.4204,14.53,Poland,PL,POL,407811.0
Durham,Durham,35.9795,-78.9032,United States,US,USA,407575.0
Syracuse,Syracuse,43.0409,-76.1438,United States,US,USA,407259.0
Chattanooga,Chattanooga,35.0657,-85.2487,United States,US,USA,407182.0
Murcia,Murcia,37.98,-1.13,Spain,ES,ESP,406807.0
Ţanţā,Tanta,30.7904,31.0,Egypt,EG,EGY,404901.0
Kitwe,Kitwe,-12.81,28.22,Zambia,ZM,ZMB,404901.0
Lancaster,Lancaster,40.042,-76.3012,United States,US,USA,404525.0
Zanzibar,Zanzibar,-6.16,39.2,Tanzania,TZ,TZA,403658.0
Taubaté,Taubate,-23.0195,-45.56,Brazil,BR,BRA,403560.0
Ghulja,Ghulja,43.9,81.35,China,CN,CHN,403489.0
Pasay City,Pasay City,14.5504,121.0,Philippines,PH,PHL,403064.0
Spokane,Spokane,47.6671,-117.433,United States,US,USA,403043.0
Mbale,Mbale,1.0904,34.17,Uganda,UG,UGA,402368.0
Palm Coast,Palm Coast,29.5392,-81.246,United States,US,USA,401757.0
Kassala,Kassala,15.46,36.39,Sudan,SD,SDN,401477.0
Sunch’ŏn,Sunch'on,39.4236,125.939,"Korea, North",KP,PRK,400629.0
Tver’,Tver',56.86,35.89,Russia,RU,RUS,400212.0
Sīkar,Sikar,27.6104,75.14,India,IN,IND,400000.0
Jiangjiafan,Jiangjiafan,31.0304,112.1,China,CN,CHN,400000.0
Surgut,Surgut,61.2599,73.425,Russia,RU,RUS,400000.0
Tumkūr,Tumkur,13.33,77.1,India,IN,IND,399606.0
Gómez Palacio,Gomez Palacio,25.5701,-103.5,Mexico,MX,MEX,399328.0
Buraydah,Buraydah,26.3664,43.9628,Saudi Arabia,SA,SAU,398581.0
Khmel’nyts’kyy,Khmel'nyts'kyy,49.4249,27.0015,Ukraine,UA,UKR,398346.0
Eindhoven,Eindhoven,51.43,5.5,Netherlands,NL,NLD,398053.0
Chiang Mai,Chiang Mai,18.8,98.98,Thailand,TH,THA,397211.0
Piura,Piura,-5.21,-80.63,Peru,PE,PER,396932.0
Horlivka,Horlivka,48.2996,38.0547,Ukraine,UA,UKR,396885.0
Arlington,Arlington,32.6998,-97.1251,United States,US,USA,396394.0
Ndola,Ndola,-12.9999,28.65,Zambia,ZM,ZMB,396339.0
Yuxi,Yuxi,24.38,102.57,China,CN,CHN,396325.0
Bonita Springs,Bonita Springs,26.3559,-81.7861,United States,US,USA,396220.0
Poughkeepsie,Poughkeepsie,41.6949,-73.921,United States,US,USA,396041.0
Kisumu,Kisumu,-0.09,34.75,Kenya,KE,KEN,395615.0
Stockton,Stockton,37.9766,-121.3111,United States,US,USA,394467.0
Quilon,Quilon,8.9004,76.57,India,IN,IND,394163.0
El Obeid,El Obeid,13.1833,30.2167,Sudan,SD,SDN,393311.0
Nyala,Nyala,12.06,24.89,Sudan,SD,SDN,392373.0
Sandakan,Sandakan,5.843,118.108,Malaysia,MY,MYS,392288.0
Ahmadnagar,Ahmadnagar,19.1104,74.75,India,IN,IND,391760.0
Osh,Osh,40.5404,72.79,Kyrgyzstan,KG,KGZ,391277.0
Stoke-on-Trent,Stoke-on-Trent,53.0004,-2.18,United Kingdom,GB,GBR,390801.0
Bhīlwāra,Bhilwara,25.3504,74.635,India,IN,IND,389911.0
Oxnard,Oxnard,34.1962,-119.1819,United States,US,USA,389792.0
Comilla,Comilla,23.4704,91.17,Bangladesh,BD,BGD,389411.0
Augusta,Augusta,33.3645,-82.0708,United States,US,USA,389383.0
Scranton,Scranton,41.4044,-75.6649,United States,US,USA,389022.0
Samut Prakan,Samut Prakan,13.6069,100.6115,Thailand,TH,THA,388920.0
Grenoble,Grenoble,45.1804,5.72,France,FR,FRA,388574.0
Nampula,Nampula,-15.136,39.293,Mozambique,MZ,MOZ,388526.0
Nizāmābād,Nizamabad,18.6704,78.1,India,IN,IND,388505.0
Granada,Granada,37.165,-3.585,Spain,ES,ESP,388290.0
Brno,Brno,49.2004,16.61,Czechia,CZ,CZE,388277.0
Coventry,Coventry,52.4204,-1.5,United Kingdom,GB,GBR,388271.0
Alajuela,Alajuela,10.02,-84.23,Costa Rica,CR,CRI,387743.0
Iloilo,Iloilo,10.705,122.545,Philippines,PH,PHL,387681.0
Campos,Campos,-21.75,-41.32,Brazil,BR,BRA,387417.0
Resistencia,Resistencia,-27.46,-58.99,Argentina,AR,ARG,387158.0
Baicheng,Baicheng,45.62,122.82,China,CN,CHN,386861.0
Qarshi,Qarshi,38.8704,65.8,Uzbekistan,UZ,UZB,386361.0
Mişrātah,Misratah,32.38,15.1,Libya,LY,LBY,386120.0
Ḩā’il,Ha'il,27.5236,41.7001,Saudi Arabia,SA,SAU,385257.0
Boise,Boise,43.6007,-116.2312,United States,US,USA,385218.0
Bejaïa,Bejaia,36.7604,5.07,Algeria,DZ,DZA,384937.0
Southampton,Southampton,50.9,-1.4,United Kingdom,GB,GBR,384417.0
Celaya,Celaya,20.53,-100.8,Mexico,MX,MEX,383697.0
Pasto,Pasto,1.2136,-77.2811,Colombia,CO,COL,382236.0
Modesto,Modesto,37.6374,-121.0028,United States,US,USA,381398.0
Caxias do Sul,Caxias do Sul,-29.18,-51.17,Brazil,BR,BRA,381270.0
Nizhniy Tagil,Nizhniy Tagil,57.92,59.975,Russia,RU,RUS,381116.0
Xichang,Xichang,27.88,102.3,China,CN,CHN,379993.0
Dezhou,Dezhou,37.4504,116.3,China,CN,CHN,379555.0
Vigo,Vigo,42.22,-8.73,Spain,ES,ESP,378952.0
Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,28.1,-15.43,Spain,ES,ESP,378495.0
Parbhani,Parbhani,19.2704,76.76,India,IN,IND,378326.0
Karlsruhe,Karlsruhe,49.0,8.4,Germany,DE,DEU,377487.0
Zhoukou,Zhoukou,33.6304,114.63,China,CN,CHN,377061.0
Makiyivka,Makiyivka,48.0297,37.9746,Ukraine,UA,UKR,376610.0
Putian,Putian,25.4303,119.02,China,CN,CHN,376558.0
Kahramanmaraş,Kahramanmaras,37.61,36.945,Turkey,TR,TUR,376045.0
Manizales,Manizales,5.06,-75.52,Colombia,CO,COL,375848.0
Palma,Palma,39.5743,2.6542,Spain,ES,ESP,375773.0
Manukau City,Manukau City,-37.0,174.885,New Zealand,NZ,NZL,375600.0
Shillong,Shillong,25.5705,91.88,India,IN,IND,375527.0
Khorramābād,Khorramabad,33.4804,48.35,Iran,IR,IRN,375198.0
Villavicencio,Villavicencio,4.1533,-73.635,Colombia,CO,COL,374763.0
São José do Rio Prêto,Sao Jose do Rio Preto,-20.7996,-49.39,Brazil,BR,BRA,374699.0
Kaunas,Kaunas,54.9504,23.88,Lithuania,LT,LTU,374643.0
Lātūr,Latur,18.4004,76.57,India,IN,IND,374394.0
Kissimmee,Kissimmee,28.3042,-81.4164,United States,US,USA,374231.0
Youngstown,Youngstown,41.0993,-80.6463,United States,US,USA,373728.0
Shache,Shache,38.4261,77.25,China,CN,CHN,373492.0
Seremban,Seremban,2.7105,101.94,Malaysia,MY,MYS,372917.0
Denizli,Denizli,37.7704,29.08,Turkey,TR,TUR,372344.0
Van,Van,38.4954,43.4,Turkey,TR,TUR,371713.0
A Coruña,A Coruna,43.33,-8.42,Spain,ES,ESP,370610.0
Madan,Madan,30.3307,48.2797,Iran,IR,IRN,370180.0
Quzhou,Quzhou,28.9704,118.87,China,CN,CHN,370000.0
Rājapālaiyam,Rajapalaiyam,9.4204,77.58,India,IN,IND,369991.0
Reading,Reading,51.47,-0.98,United Kingdom,GB,GBR,369804.0
Najrān,Najran,17.5065,44.1316,Saudi Arabia,SA,SAU,369609.0
Mahilyow,Mahilyow,53.8985,30.3247,Belarus,BY,BLR,369200.0
Al Qaţīf,Al Qatif,26.5196,50.0115,Saudi Arabia,SA,SAU,368892.0
Mazatlán,Mazatlan,23.2211,-106.42,Mexico,MX,MEX,368204.0
Longyan,Longyan,25.1804,117.03,China,CN,CHN,367896.0
Aurora,Aurora,39.7084,-104.7274,United States,US,USA,366623.0
Bydgoszcz,Bydgoszcz,53.1204,18.01,Poland,PL,POL,366452.0
Kuantan,Kuantan,3.83,103.32,Malaysia,MY,MYS,366229.0
Gorontalo,Gorontalo,0.55,123.07,Indonesia,ID,IDN,365497.0
Nakuru,Nakuru,-0.28,36.07,Kenya,KE,KEN,364727.0
Vladikavkaz,Vladikavkaz,43.0504,44.67,Russia,RU,RUS,364630.0
Larkana,Larkana,27.5618,68.2068,Pakistan,PK,PAK,364033.0
Christchurch,Christchurch,-43.535,172.63,New Zealand,NZ,NZL,363200.0
Stavropol’,Stavropol',45.05,41.98,Russia,RU,RUS,363064.0
Sanya,Sanya,18.2591,109.504,China,CN,CHN,362689.0
Bhāgalpur,Bhagalpur,25.23,86.98,India,IN,IND,361548.0
Shekhupura,Shekhupura,31.72,73.99,Pakistan,PK,PAK,361303.0
Cusco,Cusco,-13.525,-71.9722,Peru,PE,PER,361182.0
Tamale,Tamale,9.4004,-0.84,Ghana,GH,GHA,360579.0
Ulan-Ude,Ulan-Ude,51.825,107.625,Russia,RU,RUS,360278.0
Bobo-Dioulasso,Bobo-Dioulasso,11.18,-4.29,Burkina Faso,BF,BFA,360106.0
Lublin,Lublin,51.2504,22.5727,Poland,PL,POL,360044.0
Halifax,Halifax,44.65,-63.6,Canada,CA,CAN,359111.0
Augsburg,Augsburg,48.35,10.9,Germany,DE,DEU,358989.0
Sungai Petani,Sungai Petani,5.6497,100.4793,Malaysia,MY,MYS,358499.0
Ad Dīwānīyah,Ad Diwaniyah,31.9889,44.924,Iraq,IQ,IRQ,358408.0
Taraz,Taraz,42.9,71.365,Kazakhstan,KZ,KAZ,358153.0
Toulon,Toulon,43.1342,5.9188,France,FR,FRA,357693.0
Zanjān,Zanjan,36.67,48.5,Iran,IR,IRN,357471.0
Donostia,Donostia,43.3204,-1.98,Spain,ES,ESP,357468.0
Iwaki,Iwaki,37.0553,140.89,Japan,JP,JPN,357309.0
Encarnación,Encarnacion,-27.3472,-55.8739,Paraguay,PY,PRY,357119.0
Posadas,Posadas,-27.3578,-55.8851,Argentina,AR,ARG,357119.0
Fuyu,Fuyu,45.1804,124.82,China,CN,CHN,356905.0
Cà Mau,Ca Mau,9.1774,105.15,Vietnam,VN,VNM,356636.0
Asahikawa,Asahikawa,43.755,142.38,Japan,JP,JPN,356612.0
Mirpur Khas,Mirpur Khas,25.5318,69.0118,Pakistan,PK,PAK,356435.0
Arkhangel’sk,Arkhangel'sk,64.575,40.545,Russia,RU,RUS,356051.0
Wafangdian,Wafangdian,39.6259,121.996,China,CN,CHN,355844.0
Ambon,Ambon,-3.7167,128.2,Indonesia,ID,IDN,355596.0
Orizaba,Orizaba,18.85,-97.13,Mexico,MX,MEX,355333.0
Hongzhai,Hongzhai,35.0476,104.6394,China,CN,CHN,355037.0
Santiago del Estero,Santiago del Estero,-27.7833,-64.2667,Argentina,AR,ARG,354692.0
Mito,Mito,36.3704,140.48,Japan,JP,JPN,353892.0
Safi,Safi,32.32,-9.24,Morocco,MA,MAR,353476.0
Eldoret,Eldoret,0.52,35.27,Kenya,KE,KEN,353381.0
Rahimyar Khan,Rahimyar Khan,28.4202,70.2952,Pakistan,PK,PAK,353203.0
Neiva,Neiva,2.931,-75.3302,Colombia,CO,COL,352855.0
Anaheim,Anaheim,33.839,-117.8573,United States,US,USA,352497.0
Vinnytsya,Vinnytsya,49.2254,28.4816,Ukraine,UA,UKR,352115.0
Hualien,Hualien,23.9837,121.6,Taiwan,TW,TWN,350468.0
Kuala Terengganu,Kuala Terengganu,5.3304,103.12,Malaysia,MY,MYS,350210.0
Long Xuyên,Long Xuyen,10.3804,105.42,Vietnam,VN,VNM,350000.0
Việt Trì,Viet Tri,21.3304,105.43,Vietnam,VN,VNM,350000.0
Qo‘qon,Qo`qon,40.5404,70.94,Uzbekistan,UZ,UZB,350000.0
Yingmen,Yingmen,39.83,97.73,China,CN,CHN,350000.0
Haarlem,Haarlem,52.3804,4.63,Netherlands,NL,NLD,349957.0
Buôn Ma Thuột,Buon Ma Thuot,12.667,108.05,Vietnam,VN,VNM,349945.0
Chimbote,Chimbote,-9.07,-78.57,Peru,PE,PER,349846.0
Muzaffarnagar,Muzaffarnagar,29.485,77.695,India,IN,IND,349706.0
Nuevo Laredo,Nuevo Laredo,27.5,-99.55,Mexico,MX,MEX,349550.0
Sanandaj,Sanandaj,35.3,47.02,Iran,IR,IRN,349176.0
Linz,Linz,48.3192,14.2888,Austria,AT,AUT,349161.0
Camagüey,Camaguey,21.3808,-77.9169,Cuba,CU,CUB,347562.0
Verona,Verona,45.4404,10.99,Italy,IT,ITA,347459.0
Victorville,Victorville,34.5277,-117.3536,United States,US,USA,346948.0
London,London,42.97,-81.25,Canada,CA,CAN,346765.0
Mérida,Merida,8.4,-71.13,Venezuela,VE,VEN,345489.0
Charleroi,Charleroi,50.4204,4.45,Belgium,BE,BEL,345367.0
Belgorod,Belgorod,50.63,36.5999,Russia,RU,RUS,345289.0
Kūstī,Kusti,13.17,32.66,Sudan,SD,SDN,345068.0
Al ‘Amārah,Al `Amarah,31.8416,47.1512,Iraq,IQ,IRQ,345007.0
Maebashi,Maebashi,36.3927,139.0727,Japan,JP,JPN,344871.0
Pensacola,Pensacola,30.4427,-87.1886,United States,US,USA,344400.0
Kurgan,Kurgan,55.46,65.345,Russia,RU,RUS,343129.0
Kohat,Kohat,33.6027,71.4327,Pakistan,PK,PAK,343027.0
Vitsyebsk,Vitsyebsk,55.1887,30.1853,Belarus,BY,BLR,342700.0
Piracicaba,Piracicaba,-22.71,-47.64,Brazil,BR,BRA,342209.0
Yeosu,Yeosu,34.7368,127.7458,"Korea, South",KR,KOR,341994.0
Fayetteville,Fayetteville,36.0713,-94.166,United States,US,USA,341890.0
San Juan,San Juan,18.4037,-66.0636,Puerto Rico,PR,PRI,341657.0
Corpus Christi,Corpus Christi,27.7261,-97.3755,United States,US,USA,341435.0
Jhang City,Jhang City,31.2804,72.325,Pakistan,PK,PAK,341210.0
Pematangsiantar,Pematangsiantar,2.9614,99.0615,Indonesia,ID,IDN,341200.0
Arusha,Arusha,-3.36,36.67,Tanzania,TZ,TZA,341136.0
Corrientes,Corrientes,-27.49,-58.81,Argentina,AR,ARG,340823.0
Tamuramachi-moriyama,Tamuramachi-moriyama,37.41,140.38,Japan,JP,JPN,340560.0
Plovdiv,Plovdiv,42.154,24.754,Bulgaria,BG,BGR,340494.0
Chitungwiza,Chitungwiza,-18.0,31.1,Zimbabwe,ZW,ZWE,340360.0
Aksu,Aksu,41.15,80.25,China,CN,CHN,340020.0
Yucheng,Yucheng,29.9804,103.08,China,CN,CHN,340000.0
Tieling,Tieling,42.3004,123.82,China,CN,CHN,340000.0
Irapuato,Irapuato,20.67,-101.5,Mexico,MX,MEX,339554.0
Kaluga,Kaluga,54.5204,36.27,Russia,RU,RUS,338978.0
East London,East London,-32.97,27.87,South Africa,ZA,ZAF,338627.0
Jackson,Jackson,32.3163,-90.2124,United States,US,USA,338185.0
Kaesŏng,Kaesong,37.964,126.5644,"Korea, North",KP,PRK,338155.0
Ciudad Bolívar,Ciudad Bolivar,8.1,-63.6,Venezuela,VE,VEN,338000.0
Kawagoe,Kawagoe,35.9177,139.4911,Japan,JP,JPN,337931.0
Jitpur,Jitpur,27.6666,85.3333,Nepal,NP,NPL,337785.0
Phan Thiết,Phan Thiet,10.9337,108.1001,Vietnam,VN,VNM,336846.0
Alor Setar,Alor Setar,6.1133,100.3729,Malaysia,MY,MYS,336475.0
Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.47,-16.25,Spain,ES,ESP,336061.0
Gijón,Gijon,43.53,-5.67,Spain,ES,ESP,335972.0
Greensboro,Greensboro,36.0956,-79.8268,United States,US,USA,335588.0
Kōchi,Kochi,33.5624,133.5375,Japan,JP,JPN,335570.0
Flint,Flint,43.0235,-83.6922,United States,US,USA,335354.0
Islip,Islip,40.7384,-73.1887,United States,US,USA,335302.0
Bauru,Bauru,-22.33,-49.08,Brazil,BR,BRA,335024.0
Nakhon Ratchasima,Nakhon Ratchasima,15.0,102.1,Thailand,TH,THA,334984.0
Orël,Orel,52.97,36.07,Russia,RU,RUS,334552.0
Takamatsu,Takamatsu,34.3447,134.0448,Japan,JP,JPN,334223.0
Santa Ana,Santa Ana,33.7366,-117.8819,United States,US,USA,334136.0
Muzaffarpur,Muzaffarpur,26.1204,85.3799,India,IN,IND,333200.0
Beni,Beni,0.4904,29.45,Congo (Kinshasa),CD,COD,332903.0
Toyama,Toyama,36.7,137.23,Japan,JP,JPN,332812.0
Hangu,Hangu,39.232,117.777,China,CN,CHN,332793.0
Wad Medani,Wad Medani,14.4,33.52,Sudan,SD,SDN,332714.0
Montes Claros,Montes Claros,-16.72,-43.86,Brazil,BR,BRA,332379.0
Bielefeld,Bielefeld,52.03,8.53,Germany,DE,DEU,331906.0
Heyuan,Heyuan,23.7304,114.68,China,CN,CHN,330961.0
Mathura,Mathura,27.5,77.67,India,IN,IND,330511.0
Mymensingh,Mymensingh,24.7504,90.38,Bangladesh,BD,BGD,330126.0
Baishan,Baishan,41.9,126.43,China,CN,CHN,330000.0
Patiāla,Patiala,30.3204,76.385,India,IN,IND,329224.0
Wŏnsan,Wonsan,39.1605,127.4308,"Korea, North",KP,PRK,329207.0
Pavlodar,Pavlodar,52.3,76.95,Kazakhstan,KZ,KAZ,329002.0
Fort Wayne,Fort Wayne,41.0885,-85.1436,United States,US,USA,328564.0
Maringá,Maringa,-23.4095,-51.93,Brazil,BR,BRA,328335.0
Saugor,Saugor,23.8504,78.75,India,IN,IND,328240.0
Sochi,Sochi,43.59,39.73,Russia,RU,RUS,327608.0
Montpellier,Montpellier,43.6104,3.87,France,FR,FRA,327254.0
Itajaí,Itajai,-26.8996,-48.68,Brazil,BR,BRA,327126.0
Sousse,Sousse,35.83,10.625,Tunisia,TN,TUN,327004.0
Ann Arbor,Ann Arbor,42.2755,-83.7312,United States,US,USA,326288.0
Iaşi,Iasi,47.1683,27.5749,Romania,RO,ROU,325914.0
Brahmapur,Brahmapur,19.32,84.8,India,IN,IND,324726.0
Bīrjand,Birjand,32.88,59.2199,Iran,IR,IRN,324703.0
Yoshkar-Ola,Yoshkar-Ola,56.6354,47.8749,Russia,RU,RUS,324406.0
Miyazaki,Miyazaki,31.9182,131.4184,Japan,JP,JPN,324384.0
Volzhskiy,Volzhskiy,48.7948,44.7744,Russia,RU,RUS,323293.0
Chenzhou,Chenzhou,25.8004,113.0301,China,CN,CHN,322997.0
Valladolid,Valladolid,41.65,-4.75,Spain,ES,ESP,322304.0
Santa Rosa,Santa Rosa,38.4458,-122.7067,United States,US,USA,321908.0
Al Kūt,Al Kut,32.4907,45.8304,Iraq,IQ,IRQ,321521.0
Córdoba,Cordoba,37.88,-4.77,Spain,ES,ESP,321376.0
Smolensk,Smolensk,54.7827,32.0473,Russia,RU,RUS,320991.0
Lansing,Lansing,42.7142,-84.5601,United States,US,USA,320928.0
Ciudad del Este,Ciudad del Este,-25.5167,-54.6161,Paraguay,PY,PRY,320872.0
Pelotas,Pelotas,-31.75,-52.33,Brazil,BR,BRA,320674.0
Podol’sk,Podol'sk,55.3804,37.5299,Russia,RU,RUS,320635.0
Kherson,Kherson,46.6325,32.6007,Ukraine,UA,UKR,320477.0
Shāhjānpur,Shahjanpur,27.8804,79.905,India,IN,IND,320434.0
Itu,Itu,-23.26,-47.3,Brazil,BR,BRA,320170.0
Legazpi City,Legazpi City,13.17,123.75,Philippines,PH,PHL,320081.0
Akita,Akita,39.71,140.09,Japan,JP,JPN,320069.0
Maroua,Maroua,10.5956,14.3247,Cameroon,CM,CMR,319941.0
Anápolis,Anapolis,-16.3196,-48.96,Brazil,BR,BRA,319587.0
Pachuca,Pachuca,20.1704,-98.73,Mexico,MX,MEX,319581.0
Bukhara,Bukhara,39.78,64.43,Uzbekistan,UZ,UZB,319476.0
Murmansk,Murmansk,68.97,33.1,Russia,RU,RUS,319263.0
Windsor,Windsor,42.3333,-83.0333,Canada,CA,CAN,319246.0
Holguín,Holguin,20.8872,-76.2631,Cuba,CU,CUB,319102.0
Öskemen,Oskemen,49.99,82.6149,Kazakhstan,KZ,KAZ,319067.0
Tepic,Tepic,21.5054,-104.88,Mexico,MX,MEX,318781.0
Vladimir,Vladimir,56.13,40.4099,Russia,RU,RUS,318648.0
Mobile,Mobile,30.6782,-88.1163,United States,US,USA,318084.0
Hat Yai,Hat Yai,6.9964,100.4714,Thailand,TH,THA,317954.0
Poltava,Poltava,49.574,34.5703,Ukraine,UA,UKR,317847.0
Cumaná,Cumana,10.45,-64.18,Venezuela,VE,VEN,317603.0
Hrodna,Hrodna,53.6779,23.8341,Belarus,BY,BLR,317365.0
Rohtak,Rohtak,28.9,76.58,India,IN,IND,317245.0
Al Fayyūm,Al Fayyum,29.31,30.84,Egypt,EG,EGY,316772.0
Cluj-Napoca,Cluj-Napoca,46.7884,23.5984,Romania,RO,ROU,316748.0
Bauchi,Bauchi,10.3104,9.84,Nigeria,NG,NGA,316149.0
Lexington,Lexington,38.0423,-84.4587,United States,US,USA,315939.0
Alicante,Alicante,38.3512,-0.4836,Spain,ES,ESP,315863.0
Dezfūl,Dezful,32.3804,48.47,Iran,IR,IRN,315482.0
Maiquetía,Maiquetia,10.6004,-66.97,Venezuela,VE,VEN,315442.0
Armenia,Armenia,4.5343,-75.6811,Colombia,CO,COL,315328.0
Timişoara,Timisoara,45.7588,21.2234,Romania,RO,ROU,315053.0
Pescara,Pescara,42.4554,14.2187,Italy,IT,ITA,314789.0
Gdynia,Gdynia,54.5204,18.53,Poland,PL,POL,314664.0
